gt,generated,psnr,ssim,lpips,loe
10016_00_10s.ARW,test_10016_03_0.1s.png,28.531762845821476,0.8095719,0.4550338685512543,176.1688
10016_00_10s.ARW,test_10016_04_0.1s.png,28.529031883575428,0.80981046,0.4553745985031128,175.8268
10016_00_10s.ARW,test_10016_05_0.1s.png,28.527926233468882,0.80952287,0.4544564485549927,177.6116
10016_00_10s.ARW,test_10016_06_0.1s.png,28.532681942813287,0.8097282,0.4552444517612457,178.4096
10016_00_10s.ARW,test_10016_07_0.1s.png,28.52091139843843,0.8094123,0.45541784167289734,176.13
10016_00_10s.ARW,test_10016_08_0.1s.png,28.524513395977174,0.8094962,0.4547027051448822,173.4516
10016_00_10s.ARW,test_10016_09_0.1s.png,28.305679472281085,0.8023281,0.4555716812610626,174.9616
10022_00_10s.ARW,test_10022_00_0.04s.png,28.423989629135168,0.78808564,0.4629965126514435,217.3992
10022_00_10s.ARW,test_10022_00_0.1s.png,29.667257710832203,0.8343,0.38315436244010925,141.4944
10022_00_10s.ARW,test_10022_01_0.04s.png,28.349241712231127,0.78678864,0.4641808271408081,220.5864
10022_00_10s.ARW,test_10022_01_0.1s.png,29.652928219575966,0.83414483,0.3839322328567505,144.0212
10022_00_10s.ARW,test_10022_02_0.1s.png,29.664251841233522,0.8343248,0.3837355077266693,141.4704
10022_00_10s.ARW,test_10022_03_0.1s.png,29.672395330916306,0.83447737,0.38476547598838806,142.4548
10022_00_10s.ARW,test_10022_04_0.1s.png,29.63553489588845,0.8339223,0.38281142711639404,146.7904
10022_00_10s.ARW,test_10022_05_0.1s.png,29.68552693272887,0.8345911,0.38269591331481934,141.556
10022_00_10s.ARW,test_10022_06_0.1s.png,29.68386137984652,0.8344427,0.38315778970718384,147.1376
10022_00_10s.ARW,test_10022_07_0.1s.png,29.643427233423168,0.83422285,0.38375645875930786,148.0792
10022_00_10s.ARW,test_10022_08_0.1s.png,29.669873602406053,0.8342104,0.3828010559082031,142.2384
10022_00_10s.ARW,test_10022_09_0.1s.png,29.67374207669795,0.83434707,0.38409554958343506,145.4936
10030_00_10s.ARW,test_10030_00_0.04s.png,26.216725972227792,0.8598283,0.3313941955566406,106.504
10030_00_10s.ARW,test_10030_00_0.1s.png,27.182823480661455,0.89936906,0.24846728146076202,98.0632
10030_00_10s.ARW,test_10030_01_0.04s.png,26.25318439698091,0.859992,0.3303520679473877,105.3032
10030_00_10s.ARW,test_10030_01_0.1s.png,27.155295212530653,0.8992667,0.2477426826953888,99.0764
10030_00_10s.ARW,test_10030_02_0.1s.png,27.137870452613107,0.89902806,0.24832840263843536,98.7856
10030_00_10s.ARW,test_10030_03_0.1s.png,27.136112197126884,0.89908713,0.2483018934726715,98.3352
10030_00_10s.ARW,test_10030_04_0.1s.png,27.16913409920743,0.8991332,0.24862419068813324,98.6044
10030_00_10s.ARW,test_10030_05_0.1s.png,27.13173216370436,0.8987775,0.24856352806091309,98.9232
10030_00_10s.ARW,test_10030_06_0.1s.png,27.21176488646277,0.8988457,0.24827565252780914,97.9952
10030_00_10s.ARW,test_10030_07_0.1s.png,27.122958851421807,0.8989379,0.2484300434589386,98.2488
10030_00_10s.ARW,test_10030_08_0.1s.png,27.116249941659444,0.898643,0.24779164791107178,98.6696
10030_00_10s.ARW,test_10030_09_0.1s.png,27.05051845974915,0.89844203,0.24864989519119263,98.4932
10032_00_10s.ARW,test_10032_00_0.04s.png,28.83913661504977,0.90533143,0.2883811891078949,134.7592
10032_00_10s.ARW,test_10032_00_0.1s.png,31.814549768961076,0.94037277,0.22917455434799194,133.5084
10032_00_10s.ARW,test_10032_01_0.04s.png,28.85853757577231,0.90572363,0.2873437702655792,138.1752
10032_00_10s.ARW,test_10032_01_0.1s.png,31.82320518944045,0.9404278,0.22898975014686584,134.0812
10032_00_10s.ARW,test_10032_02_0.1s.png,31.80729262665567,0.9403825,0.22911185026168823,133.018
10032_00_10s.ARW,test_10032_03_0.1s.png,31.780445027737304,0.9402466,0.2297554612159729,132.9416
10032_00_10s.ARW,test_10032_04_0.1s.png,31.795007166422238,0.94020456,0.22907710075378418,131.2624
10032_00_10s.ARW,test_10032_05_0.1s.png,31.779632351999684,0.9401927,0.22909078001976013,132.9412
10032_00_10s.ARW,test_10032_06_0.1s.png,31.79221518078759,0.94031984,0.2290896624326706,132.7088
10032_00_10s.ARW,test_10032_07_0.1s.png,31.809921619451643,0.94028586,0.22952105104923248,131.898
10032_00_10s.ARW,test_10032_08_0.1s.png,31.763663936566626,0.9398392,0.23043431341648102,133.0224
10032_00_10s.ARW,test_10032_09_0.1s.png,31.779459667325447,0.9401714,0.22935321927070618,133.4788
10035_00_10s.ARW,test_10035_00_0.04s.png,28.581565187150886,0.8631816,0.3078511953353882,266.9792
10035_00_10s.ARW,test_10035_00_0.1s.png,31.690314085515865,0.9042687,0.2540494203567505,155.8628
