gt,generated,psnr,ssim,lpips
10111_00_30s.ARW,test_10111_07_0.1s.png,26.925980704753375,0.70956975,0.4009764492511749
10111_00_30s.ARW,test_10111_08_0.1s.png,26.9003575610777,0.70853657,0.4012300372123718
10111_00_30s.ARW,test_10111_09_0.1s.png,26.761997168446946,0.7039892,0.40265169739723206
10116_00_30s.ARW,test_10116_00_0.1s.png,24.902582599425862,0.6810774,0.478054404258728
10116_00_30s.ARW,test_10116_01_0.1s.png,24.88513137057933,0.6819403,0.47552117705345154
10116_00_30s.ARW,test_10116_02_0.1s.png,24.921750215662453,0.68247837,0.47492682933807373
10116_00_30s.ARW,test_10116_03_0.1s.png,24.883730959036043,0.68041587,0.47467267513275146
10116_00_30s.ARW,test_10116_04_0.1s.png,24.852182266171315,0.679588,0.47562116384506226
10116_00_30s.ARW,test_10116_05_0.1s.png,24.89467461518819,0.6823103,0.47715482115745544
10116_00_30s.ARW,test_10116_06_0.1s.png,25.035818307560728,0.6855938,0.4755131006240845
10116_00_30s.ARW,test_10116_07_0.1s.png,24.97370037622538,0.68388957,0.4738198518753052
10116_00_30s.ARW,test_10116_08_0.1s.png,24.9928386056818,0.68405247,0.47397705912590027
10116_00_30s.ARW,test_10116_09_0.1s.png,24.964234111405986,0.6837697,0.474665105342865
10125_00_30s.ARW,test_10125_00_0.1s.png,26.14463375198076,0.80025816,0.404601514339447
10125_00_30s.ARW,test_10125_01_0.1s.png,26.05648554684551,0.79779387,0.4055904746055603
10125_00_30s.ARW,test_10125_02_0.1s.png,26.10098654936882,0.79873294,0.405830979347229
10125_00_30s.ARW,test_10125_03_0.1s.png,26.12911537828554,0.7995439,0.4056324064731598
10125_00_30s.ARW,test_10125_04_0.1s.png,26.05928973527857,0.79879403,0.40600547194480896
10125_00_30s.ARW,test_10125_05_0.1s.png,26.099984502563167,0.7993415,0.40695512294769287
10125_00_30s.ARW,test_10125_06_0.1s.png,26.092559979670312,0.7988381,0.4063072204589844
10125_00_30s.ARW,test_10125_07_0.1s.png,26.094274044658032,0.798686,0.40552932024002075
10125_00_30s.ARW,test_10125_08_0.1s.png,26.129285735820705,0.7995432,0.40566936135292053
10125_00_30s.ARW,test_10125_09_0.1s.png,26.096188904075966,0.7989926,0.4061962962150574
10126_00_30s.ARW,test_10126_00_0.1s.png,28.782238770926458,0.8088062,0.3583779036998749
10126_00_30s.ARW,test_10126_01_0.1s.png,28.810510859312547,0.8101997,0.35811832547187805
10126_00_30s.ARW,test_10126_02_0.1s.png,28.87883538704451,0.81057316,0.357217401266098
10126_00_30s.ARW,test_10126_03_0.1s.png,28.778733102147577,0.8088046,0.3581402003765106
10126_00_30s.ARW,test_10126_04_0.1s.png,28.780875919683094,0.8087385,0.35913172364234924
10126_00_30s.ARW,test_10126_05_0.1s.png,28.832531867896787,0.8110109,0.35774269700050354
